,Object Number,Is Highlight,Is Public Domain,Object ID,Department,Title,Culture,Artist Display Name,Artist Display Bio,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,Country,Classification,Link Resource,Metadata Date,Repository
1822,23.111.1,False,True,1949,American Decorative Arts,Chandelier,American,Unknown,1641-1701,Unknown,American,1641,1701,1670–1700,1670,1700,"Iron, wood",H. 21 1/4 in. (54 cm),"Rogers Fund, 1923",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1949,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1823,23.111.2,False,True,1950,American Decorative Arts,Chandelier,American,Unknown,1741-1801,Unknown,American,1741,1801,1770–1800,1770,1800,"Iron, wood",H. 21 1/4 in. (54 cm),"Rogers Fund, 1923",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1950,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1824,24.136.2,False,True,1952,American Decorative Arts,Chandelier,American,Unknown,1696-1756,Unknown,British,1696,1756,1725–50,1725,1750,"Wood, brass",H. 34 in. (86.4 cm),"Rogers Fund, 1924",Made in,England,Furniture,http://www.metmuseum.org/art/collection/search/1952,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1825,24.138,False,True,1953,American Decorative Arts,Chandelier,British or Irish,Unknown,1758-1818,Unknown,Scottish,1758,1818,ca. 1790,1787,1790,Cut glass,H. 47 1/2 in. (120.7 cm),"Rogers Fund, 1924",Possibly made in|Possibly made in,England|Ireland,Glass,http://www.metmuseum.org/art/collection/search/1953,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1827,34.100.193,False,True,1955,American Decorative Arts,Chandelier,American,Unknown,1671-1731,Unknown,American,1671,1731,1700–1800,1700,1800,"Iron, wood, glass",H. 47 in. (119.4 cm); Diam. 22 1/4 in. (56.5 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1955,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1828,34.100.195,False,True,1956,American Decorative Arts,Chandelier,American,Unknown,1768-1828,Unknown,American,1768,1828,ca. 1800,1797,1800,"Tin, glass",17 1/8 x 17 1/4 x 11 1/2 in. (43.5 x 43.8 x 29.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1956,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1829,34.11,False,False,1957,American Decorative Arts,Chandelier,American,Unknown,1841-1901,Unknown,Dutch,1841,1901,1870–1930,1870,1930,Brass,H. 26 in. (66 cm); Diam. 27 1/2 in. (69.9 cm),"Rogers Fund, 1934",Made in,Netherlands,Metal,http://www.metmuseum.org/art/collection/search/1957,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1830,37.158,False,True,1958,American Decorative Arts,Chandelier,American,Unknown,1718-1778,Unknown,American,1718,1778,ca. 1750,1747,1750,Tin,H. 25 in. (63.5 cm); Diam. 32 in. (81.3 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1937",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1958,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1831,45.27.1,False,False,1959,American Decorative Arts,Chandelier,American,Unknown,1798-1858,Unknown,American,1798,1858,ca. 1830,1827,1830,"Cut blown glass, bronze",Dimensions unavailable,"Rogers Fund, 1945",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1959,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1832,46.67.144,False,True,1960,American Decorative Arts,Chandelier,British or Irish,Unknown,1781-1841,Unknown,British,1781,1841,1810–20,1810,1820,"Glass, brass",H. 36 in. (91.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,England,Glass,http://www.metmuseum.org/art/collection/search/1960,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1833,48.159,False,True,1961,American Decorative Arts,Chandelier,Irish,Unknown,1741-1801,Unknown,Scottish,1741,1801,1770–80,1770,1780,Glass,H. 47 in. (119.4 cm),"Purchase, Mrs. Russell Sage Gift, 1948",Made in,Ireland,Glass,http://www.metmuseum.org/art/collection/search/1961,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1834,54.62,False,True,1962,American Decorative Arts,Chandelier,Irish,Unknown,1671-1731,Unknown,Dutch,1671,1731,1700–1720,1700,1720,Brass,H. 44 1/2 in. (113 cm); Diam. 45 1/4 in. (114.9 cm),"Purchase, Morris Loeb Bequest, 1954",Made in,Netherlands,Metal,http://www.metmuseum.org/art/collection/search/1962,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1835,56.109.2,False,False,1963,American Decorative Arts,Chandelier,American,Unknown,1871-1931,Unknown,American,1871,1931,20th century,1900,2000,Cut blown glass,51 x 34 1/4 in. (129.5 x 87 cm),"Gift of Mr. and Mrs. Junius S. Morgan, 1956",Probably made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1963,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1836,60.168,False,True,1965,American Decorative Arts,Chandelier,American,Unknown,1761-1821,Unknown,American,1761,1821,1790,1790,1790,Tin,H. 27 in. (68.6 cm); Diam. 41 in. (104.1 cm),"Gift of Mr. and Mrs. Samuel Schwartz, 1960",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1965,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1837,64.36.3a–I,False,True,1966,American Decorative Arts,Chandelier,American,Unknown,1821-1881,Unknown,American,1821,1881,ca. 1853,1850,1853,"Gilt bronze, glass",63 1/2 x 29 7/8 in. (161.3 x 75.9 cm),"Gift of Mrs. Frederick Wildman, 1964",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1966,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1838,68.177.1,False,True,1967,American Decorative Arts,Chandelier,British,Unknown,1766-1826,Unknown,British,1766,1826,1795–1810,1795,1810,"Colorless, opalescent, and amethyst glass, gilt bronze",H. 40 in. (101.6 cm); Diam. 22 1/2 in. (57.2 cm),"Friends of the American Wing Fund, 1968",Made in,England,Glass,http://www.metmuseum.org/art/collection/search/1967,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1839,1979.294,False,False,1968,American Decorative Arts,Chandelier,British,Unknown,1801-1861,Unknown,French,1801,1861,1830–35,1830,1835,"Bronze, crystal",44 x 33 in. (111.8 x 83.8 cm),"Gift of Ann Karfiol Rothman, 1979",Made in,France,Metal,http://www.metmuseum.org/art/collection/search/1968,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1840,67.193,False,True,1969,American Decorative Arts,Chandelier,American,Archer and Warner,"American, Philadelphia, Pennsylvania",Archer and Warner,American,1816,1876,1845,1845,1845,"Bronze, brass",H. 40 in. (101.6 cm); Diam. 31 1/2 in. (80 cm),"Rogers Fund, 1967",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1969,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1841,67.199a–h,False,True,1970,American Decorative Arts,Chandelier,American,"Clark, Coit and Cargill",1813-1873,"Clark, Coit and Cargill",American,1813,1873,ca. 1845,1842,1845,Bronze,H. 51 in. (129.5 cm); Diam. 35 in. (88.9 cm),"Rogers Fund, 1967",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1970,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1842,"Inst.1974.357a, b",False,False,1972,American Decorative Arts,Chandelier,American,Giannini and Hilgart Glass Company|Arthur Heun,1872-1932,Giannini and Hilgart Glass Company|Arthur Heun,American,1872,1932,1901–2,1901,1902,Glass,Diam. 36 in. (91.4 cm),"Gift of Russell L. O'Harra, 1974",Made in,United States,Glass,http://www.metmuseum.org/art/collection/search/1972,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1843,41.190.363,False,False,1975,American Decorative Arts,Chandelier,American,Unknown,1871-1931,Unknown,American,1871,1931,1900–1940,1900,1940,Gilt bronze,Diam. 26 1/4 in. (66.7 cm),"Bequest of George Blumenthal, 1941",Made in,United States,Metal,http://www.metmuseum.org/art/collection/search/1975,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1844,24.68.1,False,True,1976,American Decorative Arts,Chandelier,American,Unknown,1736-1796,Unknown,British,1736,1796,1765–85,1765,1785,Brass,39 x 37 in. (99.1 x 94 cm),"Rogers Fund, 1924",Made in,England,Metal,http://www.metmuseum.org/art/collection/search/1976,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1845,24.68.2,False,True,1977,American Decorative Arts,Chandelier,American,Unknown,1736-1796,Unknown,British,1736,1796,1765–85,1765,1785,Brass,39 x 37 in. (99.1 x 94 cm),"Rogers Fund, 1924",Made in,England,Metal,http://www.metmuseum.org/art/collection/search/1977,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1846,42.77.1,False,True,1978,American Decorative Arts,Chandelier,American,Unknown,1781-1841,Unknown,British,1781,1841,1810–20,1810,1820,"Gilded brass, glass",H. 34 in. (86.4 cm); Diam. 18 in. (45.7 cm),"Purchase, Joseph Pulitzer Bequest, 1942",Made in,England,Metal,http://www.metmuseum.org/art/collection/search/1978,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1847,42.77.2,False,True,1979,American Decorative Arts,Chandelier,American,Unknown,1781-1841,Unknown,British,1781,1841,1810–20,1810,1820,"Gilt bronze, glass",H. 34 in. (86.4 cm); Diam. 18 in. (45.7 cm),"Purchase, Joseph Pulitzer Bequest, 1942",Made in,England,Metal,http://www.metmuseum.org/art/collection/search/1979,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1848,2012.574a–c,False,False,1981,American Decorative Arts,Inkstand,American,William Crolius,1744-1804,William Crolius,American,1744,1804,1773,1773,1773,Stoneware,2 1/8 x 5 x 5 1/2 in. (5.4 x 12.7 x 14 cm),"Gift of David Bronstein, 2012",Made in,United States,Ceramics,http://www.metmuseum.org/art/collection/search/1981,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1849,1980.143,False,True,1982,American Decorative Arts,Charger,British,Unknown,1648-1708,Unknown,British,1648,1708,ca. 1680,1677,1680,Tin-glazed earthenware,Diam. 13 in. (33 cm),"Sansbury-Mills Fund, 1980",Made in,England,Ceramics,http://www.metmuseum.org/art/collection/search/1982,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1850,46.67.74a–gg,False,True,1986,American Decorative Arts,Chess set,American,Unknown,1768-1828,Unknown,Indian,1768,1828,ca. 1800,1797,1800,"Lacquered wood, ivory",Board: 1 3/4 x 16 5/8 x 16 5/8 in. (4.4 x 42.2 x 42.2 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,India,Natural Substances,http://www.metmuseum.org/art/collection/search/1986,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1851,10.125.22,False,True,1987,American Decorative Arts,Board Chest,American,Unknown,1621-1681,Unknown,American,1621,1681,1650–1700,1650,1700,Pine,18 1/2 x 45 3/4 x 19 in. (47 x 116.2 x 48.3 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1987,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1852,10.125.23,False,True,1988,American Decorative Arts,Chest,American,the Searle-Dennis shop tradition,1656-1716,the Searle-Dennis shop tradition,American,1656,1716,1685–1700,1685,1700,"Red oak, white oak, hard maple, white pine",28 x 42 x 21 in. (71.1 x 106.7 x 53.3 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1988,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1853,10.125.25,False,True,1990,American Decorative Arts,Chest,American,Unknown,1646-1706,Unknown,American,1646,1706,1675–1700,1675,1700,"Oak, tulip poplar, pine",26 x 48 1/2 x 22 in. (66 x 123.2 x 55.9 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1990,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1854,10.125.27,False,True,1991,American Decorative Arts,Chest,American,Unknown,1621-1681,Unknown,American,1621,1681,1650–1700,1650,1700,"Oak, pine",27 x 54 1/2 x 19 in. (68.6 x 138.4 x 48.3 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1991,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1855,10.125.668,False,True,1992,American Decorative Arts,Chest,American,Unknown,1621-1681,Unknown,American,1621,1681,1650–1700,1650,1700,"Oak, chestnut",30 x 49 in. (76.2 x 124.5 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1992,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1856,10.125.700,False,True,1993,American Decorative Arts,Chest,American,Unknown,1646-1706,Unknown,American,1646,1706,1675–1700,1675,1700,"Oak, pine, maple",26 1/2 x 48 1/2 x 20 3/4 in. (67.3 x 123.2 x 52.7 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1993,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1857,31.3,False,True,1994,American Decorative Arts,Chest,American,Unknown,1611-1671,Unknown,American,1611,1671,1640–80,1640,1680,"Oak, chestnut",24 1/2 x 47 1/2 x 20 1/4 in. (62.2 x 120.7 x 51.4 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1931",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1994,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1858,47.133.3,False,True,1995,American Decorative Arts,Chest,American,Unknown,1621-1681,Unknown,American,1621,1681,1650–80,1650,1680,"Red oak, white oak",29 x 61 x 21 3/4 in. (73.7 x 154.9 x 55.2 cm),"Gift of Mrs. George Clarke Bryant, in memory of her husband, 1947",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1995,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1859,66.10.15,False,True,1996,American Decorative Arts,Blanket Chest,"American, Shaker",Unknown,1806-1866,Unknown,American,1806,1866,1835–75,1835,1875,Pine,29 1/8 x 38 3/4 x 19 in. (74 x 98.4 x 48.3 cm),"Friends of the American Wing Fund, 1966",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/1996,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1860,08.119.2,False,True,2000,American Decorative Arts,Chest of Drawers,"American, probably",Unknown,1646-1706,Unknown,American,1646,1706,1675–1700,1675,1700,"Oak, pine",31 7/8 x 40 1/2 in. (81 x 102.9 cm),"Rogers Fund, 1908",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2000,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1861,10.125.37,False,True,2001,American Decorative Arts,Chest of Drawers,American,Unknown,1668-1728,Unknown,American,1668,1728,ca. 1700,1697,1700,"Oak, pine",36 x 40 x 21 1/2 in. (91.4 x 101.6 x 54.6 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2001,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1862,10.125.38,False,True,2002,American Decorative Arts,Chest of Drawers,American,Unknown,1646-1706,Unknown,American,1646,1706,1675–1700,1675,1700,"Oak, pine, cedar, walnut",40 x 43 1/2 x 22 in. (101.6 x 110.5 x 55.9 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2002,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1863,10.125.50,False,True,2003,American Decorative Arts,Chest of Drawers,American,Unknown,1646-1706,Unknown,American,1646,1706,1675–1700,1675,1700,"Oak, pine",34 1/2 x 45 1/2 x 19 1/2 in. (87.6 x 115.6 x 49.5 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2003,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1864,10.125.339,False,True,2004,American Decorative Arts,Chest of drawers,American,Unknown,1766-1826,Unknown,American,1766,1826,1795–1805,1795,1805,"Mahogany, mahogany and birch veneers with yellow poplar, white pine",38 x 40 1/2 x 21 1/2 in. (96.5 x 102.9 x 54.6 cm),"Gift of Mrs. Russell Sage, 1909",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2004,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1865,10.125.686,False,True,2005,American Decorative Arts,Chest of drawers,American,The Symonds Shop,1641-1701,The Symonds Shop,American,1641,1701,1675–1700,1670,1700,"Red oak, walnut, cedar, maple, white pine",43 x 46 x 21 in. (109.2 x 116.8 x 53.3 cm),"Gift of Mrs. Russell Sage, 1909",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2005,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1866,34.100.10,False,True,2007,American Decorative Arts,Chest of Drawers,American,Unknown,1806-1866,Unknown,American,1806,1866,1835–40,1835,1840,"White pine, tulip poplar",45 3/4 x 40 3/4 x 21 3/4 in. (116.2 x 103.5 x 55.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2007,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1867,38.97,False,True,2008,American Decorative Arts,Small chest of drawers,American,Unknown,1706-1766,Unknown,American,1706,1766,1735–50,1735,1750,"Painted maple, yellow pine",16 1/4 x 18 3/8 x 10 3/4 in. (41.3 x 46.7 x 27.3 cm),"Rogers Fund, 1938",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2008,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1868,41.160.1078,False,True,2009,American Decorative Arts,Chest of Drawers,American,Unknown,1751-1811,Unknown,American,1751,1811,1780–1800,1780,1800,"Cherry, white pine",36 x 41 x 20 in. (91.4 x 104.1 x 50.8 cm),"Bequest of W. Gedney Beatty, 1941",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2009,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1869,45.78.3,False,True,2010,American Decorative Arts,Chest of drawers,American,Unknown,1706-1766,Unknown,American,1706,1766,1735–50,1735,1750,"Painted yellow pine, oak",49 3/4 x 43 x 17 in. (126.4 x 109.2 x 43.2 cm),"Gift of Mrs. J. Insley Blair, 1945",Probably made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2010,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1870,48.158.9,False,True,2011,American Decorative Arts,Chest-with-drawers,American,Unknown,1661-1721,Unknown,American,1661,1721,1690–1710,1690,1710,"Oak, yellow pine",42 x 45 x 18 1/2 in. (106.7 x 114.3 x 47 cm),"Gift of Mrs. J. Insley Blair, 1948",Made in,United States,Furniture,http://www.metmuseum.org/art/collection/search/2011,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
